jednostka,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Powiat kwidzyński,,1627.0,1721.0,1833.0,2007.0,2219.15,2466.47,2611.26,2603.6,3206.82,2909.3,2991.87,3165.91,3318.91,3396.04,4107.08,4428.39,4603.61
Kwidzyn,,1829.0,1960.0,2079.0,2203.0,2373.66,2585.56,2774.76,2735.46,3844.07,3016.71,3035.58,3322.69,3358.88,3436.96,4181.67,4407.85,4589.22
Gardeja,,1498.0,1741.0,1730.0,1936.0,2219.63,2452.3,2703.81,2677.89,2698.72,3018.3,3141.45,3243.67,3348.68,3539.11,4379.88,4826.43,4743.37
Kwidzyn,,1428.0,1420.0,1589.0,1798.0,2041.44,2758.3,2441.04,2393.95,2721.96,2708.01,2954.87,2983.07,3479.05,3467.83,4090.71,4483.99,4592.49
Prabuty,,1406.0,1497.0,1568.0,1894.0,2084.31,2209.78,2427.02,2459.0,2530.91,2886.64,2977.19,2937.81,3201.7,3224.06,3846.38,4027.36,4335.77
Ryjewo,,1454.0,1424.0,1553.0,1716.0,1972.92,2031.46,2300.46,2440.7,2645.76,2840.76,2781.33,3203.51,3336.24,3397.34,4073.36,5030.92,5239.23
Sadlinki,,1509.0,1438.0,1662.0,1731.0,2067.38,2184.37,2442.3,2499.48,2759.7,2538.88,2803.61,2840.48,2955.78,3170.98,3875.72,4179.21,4485.09
Powiat malborski,,1241.0,1345.0,1513.0,1741.0,1931.6,2240.98,2614.59,2510.97,2616.34,2750.37,2778.52,3037.15,3208.42,3214.94,3837.67,4229.6,4756.06
Malbork,,1138.0,1261.0,1400.0,1619.0,1836.19,2190.93,2573.86,2367.33,2363.06,2421.66,2384.15,2778.84,2888.42,2837.02,3448.91,3798.37,4224.71
Lichnowy,,1466.0,1506.0,1788.0,2136.0,2105.88,2363.66,2722.92,2903.67,3270.67,3076.19,3466.54,3731.44,3598.81,3859.68,4269.54,4570.14,4915.67
Malbork,,1315.0,1477.0,1752.0,1914.0,2022.98,2349.1,2906.0,2649.17,3092.87,2814.66,3136.02,3393.85,3541.61,3625.72,4538.92,4573.65,5280.2
Miłoradz,,1439.0,1440.0,1557.0,1903.0,2128.01,2252.9,2554.13,2619.71,2635.98,3760.88,3473.04,3404.84,3914.21,4007.71,4375.15,4494.24,5275.19
Nowy Staw,,1293.0,1390.0,1555.0,1753.0,1988.78,2271.69,2469.82,2756.43,2929.37,3498.41,3439.08,3193.11,3779.55,3826.25,4479.46,5379.1,5991.03
Stare Pole,,1587.0,1633.0,1874.0,2081.0,2232.49,2376.9,2870.2,2685.17,3065.77,3099.83,3395.09,3603.98,3678.06,3697.23,4468.23,5046.98,6066.74
Powiat starogardzki,,1431.0,1456.0,1616.0,1952.0,2070.0,2222.37,2431.62,2438.22,2712.99,2929.06,2948.19,3014.52,3144.75,3163.28,3947.07,4539.58,5039.67
Czarna Woda,,1181.0,1250.0,1619.0,2279.0,2530.8,2379.09,2638.56,2640.41,2756.88,2654.67,3212.73,3041.98,,,,,
Czarna Woda,,,,,,,,,,,,,,3024.64,3249.18,4069.77,4804.57,4835.52
Skórcz,,2001.0,1468.0,1665.0,1845.0,1923.15,2218.01,2410.78,2466.34,2658.18,3080.77,3300.32,3232.33,3299.66,3241.05,4213.69,4286.22,4823.61
Starogard Gdański,,1457.0,1471.0,1592.0,1985.0,2077.97,2243.05,2288.06,2318.19,2440.09,2798.56,2643.16,2833.94,2966.1,2965.79,3626.39,4401.3,5146.94
Bobowo,,1236.0,1416.0,1667.0,1855.0,1966.52,2051.69,2430.73,2394.39,2842.63,3130.63,2910.73,3181.79,3682.17,3255.09,4034.86,4912.63,5048.82
Kaliska,,1485.0,1515.0,1957.0,2206.0,2442.0,2297.26,2492.16,2567.3,3375.43,3544.97,3946.14,3705.35,3397.08,3652.63,4379.56,4743.6,5822.55
Lubichowo,,1447.0,1635.0,1804.0,2022.0,2175.6,2417.03,2886.64,2857.72,2785.64,3334.1,3338.87,3246.53,3804.08,3583.64,4449.21,4873.28,4842.46
Osieczna,,1409.0,1521.0,1827.0,2272.0,2309.84,2447.84,2639.38,2944.8,4153.01,3030.32,3537.08,3653.33,3399.83,3681.97,4260.84,4782.15,4643.49
Osiek,,1305.0,1382.0,1776.0,1722.0,2528.39,2423.89,2545.91,2301.19,2679.31,2846.81,2901.85,2687.2,2897.29,2984.38,3719.17,4911.12,4788.6
Skarszewy,,1312.0,1412.0,1553.0,1768.0,1987.79,2215.07,2512.18,2380.0,2692.89,2783.53,2785.27,2882.83,3035.14,3229.02,4144.13,4905.84,5372.06
Skórcz,,1258.0,1310.0,1498.0,2266.0,1940.79,2053.38,2453.83,2492.22,2574.53,3199.07,3108.47,3178.78,3385.62,3559.08,4318.85,4709.65,4897.97
Smętowo Graniczne,,1443.0,1466.0,1568.0,1825.0,2092.29,2242.87,2628.63,2596.67,2758.95,3140.74,3405.34,3821.48,3350.52,3681.18,3904.93,4439.67,4821.58
Starogard Gdański,,1357.0,1449.0,1479.0,1848.0,1815.61,2020.42,2267.51,2333.19,3211.78,2986.49,2921.34,2909.18,3199.02,2864.35,3869.58,4148.81,4520.82
Zblewo,,1559.0,1461.0,1667.0,1875.0,2049.35,2221.77,2665.43,2644.6,2574.8,2859.49,3232.91,2991.06,3125.26,3303.22,4367.07,4653.4,5077.42
Powiat tczewski,,1261.0,1297.0,1521.0,1676.0,1942.04,2159.83,2295.54,2309.45,2498.35,2681.3,2953.72,2845.75,3085.06,3143.37,3879.33,4320.75,4546.5
Tczew,,1188.0,1229.0,1490.0,1606.0,1962.36,2209.86,2270.04,2149.51,2305.5,2633.13,2992.45,2735.12,2998.4,3050.17,3875.23,4166.72,4459.29
Gniew,,1281.0,1264.0,1621.0,1692.0,1826.87,2059.29,2321.73,2495.36,2687.41,2569.38,2691.57,2822.36,3094.41,3132.35,3742.49,4241.05,4573.13
Morzeszczyn,,1566.0,1543.0,1795.0,1987.0,2254.16,2403.21,2659.99,2686.65,3032.8,3480.97,3640.31,3386.9,3616.26,3640.13,4545.06,4798.11,4873.58
Pelplin,,1212.0,1293.0,1348.0,1597.0,1672.93,1913.74,2003.05,2210.48,2352.72,2458.65,2613.43,2825.18,2974.51,3107.57,3773.76,4521.28,4752.2
Subkowy,,1579.0,1475.0,1689.0,1955.0,2123.13,2281.73,2783.92,2833.96,3007.43,2938.92,4181.12,3314.87,3329.27,3544.93,4098.17,4788.7,4644.26
Tczew,,1454.0,1557.0,1634.0,1910.0,2198.64,2252.11,2468.45,2657.28,3007.32,2994.73,2819.96,3056.57,3348.37,3313.66,3910.75,4524.18,4528.66
Powiat sztumski,,1562.0,1386.0,1603.0,1814.0,2054.36,2202.94,2623.96,2593.17,2703.69,2998.54,3327.75,3184.32,3356.48,3270.78,4076.39,4456.39,4609.79
Dzierzgoń,,1583.0,1398.0,1633.0,1915.0,2121.07,2197.5,2728.9,2781.86,2973.4,3229.65,4172.67,3413.62,3474.16,3278.46,3997.93,4440.22,4556.87
Mikołajki Pomorskie,,1542.0,1551.0,1736.0,1982.0,2137.19,2350.96,2954.18,2916.56,3165.83,3400.13,3295.83,3847.28,3933.96,3879.18,4596.79,5648.26,5560.55
Stary Dzierzgoń,,1400.0,1453.0,1710.0,1863.0,2205.68,2286.1,2559.9,2708.3,2687.72,3038.15,3111.9,3447.72,3733.11,3445.75,4314.86,4519.97,4631.91
Stary Targ,,2181.0,1559.0,1793.0,1953.0,1998.99,2203.96,2498.87,2678.33,2751.98,2956.54,3316.5,3194.13,3578.17,3203.72,4134.96,4109.41,4109.0
Sztum,,1363.0,1265.0,1464.0,1663.0,1987.57,2155.81,2559.49,2368.2,2456.99,2803.84,2951.98,2873.92,3022.54,3131.25,3940.72,4332.74,4612.85
Powiat m.Gdańsk,,1978.0,2116.0,2813.0,2729.0,3166.77,3625.19,3721.98,3753.35,4404.92,4520.28,6373.17,5992.32,5916.9,5882.89,6034.78,6295.16,7049.87
Gdańsk,,1978.0,2116.0,2813.0,2729.0,3166.77,3625.19,3721.98,3753.35,4404.92,4520.28,6373.17,5992.32,5916.9,5882.89,6034.78,6295.16,7049.87
Powiat m.Gdynia,,1843.0,1822.0,2011.0,2777.0,3052.42,3896.78,3694.28,3586.77,4179.25,4127.0,4589.86,4491.12,4842.79,4989.94,5506.29,5715.62,6522.95
Gdynia,,1843.0,1822.0,2011.0,2777.0,3052.42,3896.78,3694.28,3586.77,4179.25,4127.0,4589.86,4491.12,4842.79,4989.94,5506.29,5715.62,6522.95
Powiat m.Sopot,,3120.0,3089.0,3444.0,4143.0,5603.35,6460.93,7211.72,6200.23,8505.59,7245.7,7072.81,8304.77,7091.03,7933.82,8075.62,8036.99,9063.84
Sopot,,3120.0,3089.0,3444.0,4143.0,5603.35,6460.93,7211.72,6200.23,8505.59,7245.7,7072.81,8304.77,7091.03,7933.82,8075.62,8036.99,9063.84
Powiat chojnicki,,1343.0,1369.0,1510.0,1749.0,2194.12,2287.56,2481.65,2565.25,2886.27,2938.47,3059.67,3088.38,3290.41,3394.47,4035.22,4773.14,4864.39
Chojnice,,1292.0,1299.0,1445.0,1640.0,2162.85,2242.06,2337.74,2394.16,2767.24,2552.57,2671.68,2651.98,2987.88,3070.2,3673.35,4334.39,4352.94
Brusy,,1530.0,1596.0,1671.0,1802.0,2404.83,2649.42,2976.94,2905.46,3159.67,3574.16,3916.32,3776.06,3834.89,3870.35,4687.33,5893.47,6360.61
Chojnice,,1278.0,1431.0,1569.0,1746.0,2416.28,2295.44,2474.83,2585.7,2695.68,2973.1,3023.34,3127.71,3320.59,3552.73,4015.68,4882.06,4933.65
Czersk,,1348.0,1295.0,1455.0,1851.0,1909.8,2112.69,2409.51,2617.75,2988.25,3158.08,3144.15,3291.84,3392.99,3478.11,4250.1,4694.21,4713.55
Konarzyny,,1554.0,1543.0,1848.0,2514.0,2542.99,2521.57,2839.05,2936.86,3811.0,3540.89,4096.97,4307.9,4023.78,4067.66,4400.94,5223.83,5128.68
Powiat człuchowski,,1433.0,1510.0,1730.0,2045.0,2372.76,2524.1,2767.35,3011.09,3273.94,3594.58,3539.45,3580.09,3767.15,3640.59,4259.14,4543.8,5021.6
Człuchów,,1459.0,1327.0,1568.0,1828.0,2094.65,2278.88,2565.85,2793.02,2776.78,2894.54,2920.31,3116.25,3247.79,3222.33,3745.36,3954.15,4553.82
Czarne,,1388.0,1786.0,1565.0,1919.0,2127.47,2327.37,2527.17,2799.0,3126.0,3154.0,3108.74,3269.52,3475.86,3294.51,4050.79,4462.29,5310.74
Człuchów,,1291.0,1408.0,1916.0,2308.0,2770.54,2847.38,3370.74,3824.43,4236.09,4199.82,4173.91,4341.62,4067.57,4061.83,4878.75,4690.08,5108.27
Debrzno,,1356.0,1402.0,1723.0,2151.0,2611.43,2454.44,2662.62,2686.14,3121.16,4129.57,4269.04,4100.26,4821.14,4128.84,4505.91,4977.47,5030.96
Koczała,,1595.0,1621.0,1808.0,2002.0,2347.62,2646.94,2758.55,2941.19,2821.67,3432.31,3230.92,3406.26,3417.43,3442.64,4608.56,4533.49,4284.22
Przechlewo,,1519.0,1623.0,1773.0,2190.0,2340.84,2605.09,2652.33,2607.89,2964.25,3129.28,3152.61,2902.65,3221.85,3501.31,4103.43,4786.12,5574.98
Rzeczenica,,1714.0,1782.0,2148.0,2036.0,2458.96,2999.69,2923.8,3665.53,4235.38,5337.86,4343.4,3981.86,4252.19,4078.59,4210.38,5045.44,5501.17
Powiat kościerski,,1395.0,1404.0,1639.0,1854.0,2363.58,2506.8,2708.62,2803.08,3327.42,3379.0,3404.91,3454.22,3680.24,3917.28,4593.39,5205.08,5524.37
Kościerzyna,,1173.0,1221.0,1398.0,1559.0,2312.71,2614.66,2561.65,2418.75,3074.07,3060.5,2830.59,2871.5,3294.62,3445.7,4169.16,4598.12,4715.95
Dziemiany,,1701.0,1594.0,1714.0,1983.0,2314.79,2486.3,2808.22,3359.86,3736.65,3320.89,3651.96,3916.91,4061.4,4505.15,4983.06,6851.14,7742.41
Karsin,,1415.0,1502.0,2032.0,2038.0,2598.65,2392.22,2764.21,3192.79,3680.32,3336.15,4066.75,3994.36,3991.03,5072.71,4871.49,5946.93,6075.05
Kościerzyna,,1568.0,1576.0,1749.0,2005.0,2278.27,2486.69,2719.21,2749.82,3519.38,3675.49,3674.53,3642.71,3645.28,3639.33,4482.53,4887.3,5166.91
Liniewo,,1528.0,1332.0,1584.0,1879.0,2374.24,2379.41,2676.14,2770.9,3319.99,3437.52,3756.31,3512.12,4327.03,3936.9,4959.29,5250.94,5505.49
Lipusz,,1361.0,1423.0,1750.0,2205.0,2864.82,2614.14,3082.19,3055.61,3485.42,4503.94,3683.64,3894.63,3880.02,4026.14,4672.25,5618.66,6930.25
Nowa Karczma,,1443.0,1567.0,1784.0,1927.0,2225.35,2441.67,2820.25,3107.93,3443.2,3324.23,3672.08,3838.55,3946.62,4128.78,5187.28,5756.69,6351.81
Stara Kiszewa,,1537.0,1402.0,1728.0,2094.0,2402.1,2376.55,2807.68,3151.73,3024.07,3337.28,3404.13,3629.92,3767.88,4495.77,4943.56,5534.32,5664.41
WARMIŃSKO-MAZURSKIE,,1559.0,1593.0,1797.0,2039.0,2296.44,2551.06,2759.47,2823.85,3082.24,3316.79,3418.16,3534.08,3704.68,3942.26,4337.35,4683.65,5039.81
Powiat braniewski,,1470.0,1542.0,1593.0,1787.0,2079.32,2169.48,2425.73,2558.56,3059.3,3361.2,3264.15,3385.7,3314.88,3565.64,3941.77,4315.51,4419.74
Braniewo,,1287.0,1377.0,1502.0,1706.0,1992.04,1880.75,2086.89,2221.85,2860.37,2632.79,2609.5,2605.95,2774.16,2889.8,3516.3,3743.1,3882.13
Braniewo,,1147.0,1617.0,1407.0,1518.0,1864.58,2190.76,2236.29,2407.04,3185.26,3719.41,3065.13,3122.28,3110.5,3583.75,3736.48,4163.3,4708.77
Frombork,,2662.0,2134.0,1846.0,2098.0,2366.59,2495.44,2405.9,2661.49,3486.06,5472.26,4817.41,5141.79,3454.87,4141.79,3831.28,4035.72,4485.07
Lelkowo,,1666.0,1722.0,1940.0,2133.0,2418.46,2624.32,3101.75,3003.42,3074.25,3503.99,3684.78,3492.42,3735.84,3921.57,4093.01,4447.52,4661.54
Pieniężno,,1265.0,1462.0,1545.0,1831.0,2103.39,2285.9,2640.19,2860.9,3067.82,3170.74,3558.85,3668.61,4026.2,4074.43,4511.21,4911.06,4672.09
Płoskinia,,1752.0,1598.0,1862.0,1933.0,2241.56,2597.13,3126.03,3291.87,3491.26,4381.13,4146.97,5562.65,4552.25,4764.9,5407.63,6525.42,5706.94
Wilczęta,,1703.0,1573.0,1709.0,1875.0,2143.62,2320.89,3038.71,2966.68,3030.52,3630.54,3684.24,3639.43,3619.13,4200.27,4311.37,4949.21,4961.79
Powiat działdowski,,1426.0,1413.0,1562.0,1803.0,2003.1,2259.03,2508.58,2521.95,2746.5,2669.76,2858.97,2988.82,3052.76,3174.22,3886.02,4275.31,4434.3
Działdowo,,1268.0,1465.0,1609.0,1784.0,1907.68,2125.85,2543.94,2296.62,2427.21,2354.69,2682.29,2674.82,2757.6,2809.66,3392.42,4074.39,4045.96
Działdowo,,1436.0,1307.0,1524.0,1776.0,2257.28,2445.14,2522.86,2844.25,2758.69,2799.5,3014.39,3017.08,3173.02,3611.79,4045.39,4133.53,4360.43
Iłowo-Osada,,1372.0,1435.0,1596.0,2026.0,2080.66,2626.04,2652.35,2779.49,3074.87,3168.54,3157.35,3146.5,3507.03,3247.02,4272.37,4568.28,4760.12
Lidzbark,,1728.0,1390.0,1454.0,1678.0,1908.22,2103.74,2265.61,2405.24,2737.28,2629.79,2673.32,2774.55,2816.0,2967.83,3864.47,4091.74,4327.51
Płośnica,,1356.0,1265.0,1464.0,1729.0,1936.71,2123.07,2501.91,2481.29,3243.1,2618.91,3180.11,3498.07,3305.64,3703.2,4517.94,4995.08,5006.62
Rybno,,1372.0,1550.0,1737.0,1987.0,2111.5,2451.63,2733.07,2757.38,2953.81,3044.19,2984.89,3737.21,3578.05,3575.53,4275.25,4563.26,5117.58
Powiat elbląski,,1394.0,1469.0,1693.0,1911.0,2221.44,2435.56,2657.35,2826.08,3192.32,3428.7,3630.98,3601.12,3528.56,3501.71,4104.43,4382.19,4654.22
Elbląg,,1508.0,1707.0,2150.0,2189.0,2569.75,3234.95,3120.53,3450.06,3300.66,3222.87,3448.45,3494.66,3890.61,3788.62,4266.97,4756.25,5313.84
Godkowo,,1315.0,1386.0,1653.0,1916.0,2188.29,2295.78,2650.16,2687.59,2757.95,3537.01,3243.9,3428.11,3692.32,3411.88,3976.86,4104.62,4722.6
Gronowo Elbląskie,,1390.0,1500.0,1947.0,1916.0,2173.9,2341.28,2665.06,2841.02,2959.7,2955.38,3044.43,3070.83,3266.97,3373.98,3889.36,4360.45,4531.97
Markusy,,1355.0,1465.0,1651.0,1933.0,2142.45,2545.98,2685.89,2854.35,2990.36,3226.88,3492.39,3517.59,3289.94,3337.38,4271.59,4596.28,4610.34
Milejewo,,1598.0,1539.0,1920.0,2048.0,2356.03,2406.63,2866.71,3079.38,3043.58,3256.98,3425.14,3415.6,3895.57,3395.29,4083.74,4503.92,4440.04
Młynary,,1466.0,1534.0,1685.0,2171.0,2352.43,2561.46,2829.61,3249.14,3349.68,3361.4,3450.76,3728.84,4158.92,3807.1,4559.09,5013.11,4992.63
Pasłęk,,1339.0,1339.0,1464.0,1713.0,2096.59,2232.47,2449.37,2559.42,3183.95,3012.23,3262.14,3053.62,3211.78,3356.13,3946.39,4133.87,4352.27
Rychliki,,1361.0,1473.0,1682.0,1937.0,2204.89,2368.93,2702.81,2874.33,3054.07,3141.28,3635.8,3565.25,3797.63,3861.5,4354.04,4687.71,5094.33
Tolkmicko,,1382.0,1554.0,1676.0,1936.0,2205.38,2287.0,2548.93,2603.14,3661.52,5570.15,5806.92,5855.71,3571.29,3495.67,4064.95,4040.99,4508.37
Powiat iławski,,1346.0,1440.0,1660.0,2003.0,2196.57,2479.24,2564.9,2694.16,2967.86,3168.81,3256.46,3176.02,3340.38,3352.82,4152.38,4539.24,4835.7
Iława,,1330.0,1511.0,1756.0,2174.0,2263.21,2456.75,2375.76,2586.25,3179.23,3300.77,2938.52,2787.05,3050.2,3121.23,3916.62,4253.52,4649.41
Lubawa,,1357.0,1379.0,1709.0,2128.0,2211.77,2284.88,2460.99,2513.82,2556.29,3046.48,2877.69,3064.89,3875.85,3451.45,4207.02,4471.39,5476.47
Iława,,1314.0,1415.0,1610.0,1849.0,2320.82,2718.04,2628.14,2881.71,2956.94,3204.4,3396.01,3435.16,3256.02,3488.07,4207.51,4407.52,4656.27
Kisielice,,1465.0,1588.0,1784.0,1977.0,2122.35,2312.77,3134.93,3020.11,2985.25,3240.7,5369.63,4233.72,3787.08,3940.79,4517.64,6011.52,5242.74
Lubawa,,1322.0,1298.0,1442.0,1796.0,2044.66,2364.93,2606.87,2789.18,2889.1,2944.32,3071.95,3129.74,3171.91,3111.9,4105.4,4607.85,4787.07
Susz,,1318.0,1303.0,1529.0,1853.0,2079.13,2310.6,2575.18,2681.58,2783.35,3170.34,3293.05,3428.04,3771.63,3681.83,4539.18,4847.96,4947.25
Zalewo,,1441.0,1556.0,1684.0,1905.0,2166.24,3066.97,2886.55,2705.47,3014.47,2927.78,3391.17,3378.15,3170.12,3310.45,4128.81,4281.4,4621.91
Powiat nowomiejski,,1384.0,1514.0,1745.0,2067.0,2178.79,2499.0,2706.43,2827.22,3111.86,3399.13,3391.38,3583.35,3841.59,3845.78,4376.46,4900.13,5250.26
Nowe Miasto Lubawskie,,1419.0,1380.0,1663.0,1878.0,2008.16,2576.59,2755.06,2523.42,2788.09,2798.37,2890.9,3112.49,3453.7,3356.09,3977.0,4431.6,4761.08
Biskupiec,,1404.0,1682.0,1763.0,2734.0,2528.59,2707.48,2808.2,3205.26,3821.33,4229.13,3722.74,3914.97,4044.18,3638.0,4317.17,4958.4,5358.59
Grodziczno,,1396.0,1575.0,1920.0,1924.0,2325.16,2508.03,2866.59,3064.27,3473.96,3449.58,3609.7,3519.72,3827.86,3986.45,4543.88,5086.57,5279.7
Kurzętnik,,1426.0,1463.0,1798.0,1731.0,1985.01,2176.34,2420.93,2686.07,2685.26,3485.79,3349.73,3595.33,4180.87,4683.79,4629.99,5027.39,5697.27
Nowe Miasto Lubawskie,,1255.0,1501.0,1637.0,2001.0,2086.6,2486.15,2703.33,2766.14,2896.58,3101.82,3561.13,3884.48,3768.3,3712.09,4573.15,5180.87,5258.98
Powiat ostródzki,,1391.0,1403.0,1581.0,1848.0,2055.31,2320.45,2493.95,2557.73,2850.11,3212.38,3120.21,3109.48,3350.57,3443.81,4139.03,4430.13,4797.66
Ostróda,,1257.0,1258.0,1365.0,1575.0,1843.55,1991.77,2262.68,2207.19,2458.41,3290.51,2977.23,2774.78,2849.45,2886.17,3889.12,3877.71,4216.2
Dąbrówno,,1497.0,1874.0,1982.0,2078.0,2288.32,2952.06,2937.54,2889.63,3035.19,3689.6,3413.74,3426.64,3803.42,4046.45,4225.37,4725.05,4976.14
Grunwald,,1777.0,1802.0,1982.0,2543.0,2688.02,2868.44,3014.17,3307.68,3420.5,3989.47,3948.32,3995.05,4002.51,4275.81,4995.7,5730.47,5592.6
Łukta,,1666.0,1815.0,2015.0,2404.0,2209.2,2576.63,2876.66,2806.15,3774.64,3500.11,3727.39,3428.84,3705.29,3593.28,4393.6,4611.56,5574.94
Małdyty,,1800.0,1546.0,1667.0,1969.0,2212.96,2337.63,2553.18,2723.99,2838.35,2953.95,3144.23,3145.66,3480.71,3320.18,3936.03,4159.8,4648.2
Miłakowo,,1284.0,1350.0,1541.0,1931.0,2028.85,2288.82,2557.05,2658.42,2736.77,2779.2,3040.66,3324.91,3635.8,3564.63,4339.52,4704.29,4916.8
Miłomłyn,,1482.0,1354.0,1819.0,2003.0,2206.33,2483.08,2626.72,2894.89,3054.14,3192.02,3296.58,3388.64,3635.37,3605.28,4385.56,5264.65,4783.69
Morąg,,1303.0,1328.0,1554.0,1842.0,2034.73,2489.81,2531.81,2621.77,2826.5,3034.75,3049.55,3093.76,3397.43,3667.87,4200.71,4526.88,4828.77
Ostróda,,1417.0,1418.0,1612.0,1841.0,2101.73,2257.01,2412.2,2553.22,3182.74,3094.27,2944.22,3165.39,3636.36,3720.49,4094.47,4579.84,5426.3
Powiat m.Elbląg,,2176.0,2108.0,2280.0,2601.0,2908.73,3221.99,3199.29,3462.28,3850.89,3890.32,3887.62,4229.97,4218.72,4467.04,4922.14,4975.58,5283.0
Elbląg,,2176.0,2108.0,2280.0,2601.0,2908.73,3221.99,3199.29,3462.28,3850.89,3890.32,3887.62,4229.97,4218.72,4467.04,4922.14,4975.58,5283.0
Powiat ełcki,,1432.0,1449.0,1597.0,1721.0,1967.77,2253.43,2425.4,2486.38,2645.32,2863.37,3176.82,3089.66,3281.24,3203.65,3787.39,4163.16,4720.4
Ełk,,1395.0,1446.0,1541.0,1608.0,1851.56,2202.41,2220.55,2290.98,2485.13,2676.88,3063.04,2817.58,3115.98,3049.67,3577.91,3976.15,4428.16
Ełk,,1436.0,1395.0,1766.0,2092.0,2188.82,2330.65,2666.9,2863.9,3143.21,3021.98,3313.24,3748.74,3791.04,3634.28,4448.77,4951.79,6334.81
Kalinowo,,1407.0,1458.0,1596.0,1767.0,2144.86,2469.88,3354.73,2830.76,2889.64,3419.4,3021.48,3397.86,3287.61,3325.75,3939.73,4331.96,4706.7
Prostki,,1714.0,1555.0,1724.0,1904.0,2311.69,2355.06,2598.21,2838.27,2860.58,3289.84,3074.07,3871.15,3750.79,3617.21,4178.59,4266.66,4856.05
Stare Juchy,,1444.0,1417.0,1706.0,1942.0,2088.33,2207.56,2796.11,3067.34,2819.81,3400.28,4972.06,3310.94,3441.47,3328.44,4113.43,4303.66,4338.34
Powiat giżycki,,1615.0,1597.0,1742.0,1891.0,2221.37,2318.86,2558.83,2586.89,3034.32,3047.35,3036.85,3150.65,3287.18,3415.42,3992.46,4239.57,4844.77
Giżycko,,1586.0,1598.0,1708.0,1718.0,2054.75,2086.86,2334.07,2294.04,2823.11,2484.86,2495.05,2712.39,2763.26,3036.35,3579.18,3811.16,4378.33
Giżycko,,1814.0,1805.0,1965.0,2200.0,2726.53,2716.47,2965.53,3115.94,3251.23,3764.69,3734.14,3970.44,3998.26,3928.93,4661.87,5166.34,5460.66
Kruklanki,,1513.0,1582.0,1723.0,1904.0,2219.82,2708.45,2694.38,2807.9,2740.26,3072.97,3153.45,3586.97,3544.19,3362.06,4420.07,5021.95,4755.57
Miłki,,1709.0,1607.0,1764.0,1924.0,2130.94,2428.49,2859.18,2695.42,2591.08,3104.49,3321.34,3364.76,3980.75,4261.79,4322.8,4532.25,5481.24
Ryn,,1607.0,1592.0,1761.0,2278.0,2642.59,2853.77,2978.06,3092.55,4378.35,4169.08,4258.2,3661.76,3526.83,3840.63,4460.6,4378.72,5426.4
Wydminy,,1516.0,1365.0,1614.0,1933.0,2056.02,2167.42,2467.86,2647.96,2936.72,3695.96,3335.88,3339.31,4051.12,3649.25,4204.3,4321.81,5335.96
Powiat olecki,,1502.0,1542.0,1727.0,2093.0,2212.78,2415.12,2798.68,2795.17,3191.11,3533.86,3285.32,3492.14,3695.5,3617.79,4109.22,4580.21,4916.84
Kowale Oleckie,,1559.0,1606.0,1787.0,2549.0,2494.46,2576.8,2881.74,3318.6,3423.27,3691.74,3302.25,4340.32,4090.97,3585.2,4226.83,4678.55,4957.76
Olecko,,1400.0,1456.0,1613.0,1928.0,2037.16,2321.42,2732.86,2555.14,3138.92,3500.02,3120.14,3175.28,3472.38,3531.29,3973.2,4386.74,4734.39
Świętajno,,1850.0,1861.0,2181.0,2317.0,2479.5,2570.41,2994.59,3232.47,3086.45,3606.06,3931.57,3691.66,3616.44,3746.04,4139.91,4471.27,4813.58
Wieliczki,,1632.0,1592.0,1809.0,2132.0,2557.18,2562.65,2852.42,2972.88,3278.36,3420.15,3573.11,4005.99,4639.19,4079.59,4777.55,5825.13,6166.57
Powiat piski,,1400.0,1578.0,1825.0,2058.0,2500.46,2375.55,2518.51,2545.33,2795.98,3117.77,3003.45,2962.53,3031.65,3307.68,4091.75,4228.69,4548.61
Biała Piska,,1561.0,1633.0,1753.0,2166.0,2235.09,2362.0,2641.99,2854.88,2847.37,3484.27,3551.53,3497.6,3639.15,3659.34,4560.71,4756.48,4822.86
Orzysz,,1300.0,1355.0,2537.0,2771.0,4443.91,2430.6,2643.01,2690.11,3051.1,2957.79,2949.83,2975.43,3175.43,3677.3,4135.58,4515.27,5006.23
Pisz,,1252.0,1688.0,1643.0,1843.0,2046.53,2396.47,2288.6,2264.71,2625.14,2898.37,2795.3,2806.22,2861.82,3134.37,3924.22,3983.55,4397.01
Ruciane-Nida,,1738.0,1409.0,1702.0,1786.0,2150.98,2265.99,2951.61,2866.56,2990.28,3483.68,2954.21,2691.02,2561.61,2965.12,3929.95,3978.09,4163.78
Powiat gołdapski,,1459.0,1418.0,1662.0,2000.0,2324.41,2522.51,2797.25,3236.78,3462.16,3442.29,3845.94,3469.93,3674.87,3842.26,4108.83,4536.85,5123.05
Banie Mazurskie,,1592.0,1507.0,1927.0,2377.0,2349.17,3292.07,2835.27,3143.22,2804.66,3067.86,3234.48,3125.88,3284.41,4019.19,3998.03,4264.36,4428.9
Dubeninki,,1526.0,1428.0,1583.0,1845.0,2373.28,2207.75,2417.15,2580.91,2649.33,3232.96,2883.28,3612.29,3184.49,3698.23,4145.28,4335.04,4850.57
Gołdap,,1420.0,1398.0,1621.0,1948.0,2311.81,2420.35,2849.09,3359.18,3715.65,3546.46,4110.28,3514.03,3823.49,3829.67,4124.4,4617.15,5291.1
